SECCION,TIPO DE SECCION,TIPO DE COLONIA,NOMBRE DE LA COLONIA,CP,DISTRITO_FEDERAL,DISTRITO_LOCAL,MUNICIPIO,NOMBRE_MUNICIPIO
6569,URBANO(A),CONJUNTO HABITACIONAL,PUNTA PALERMO,55767,20,22,82,TECAMAC
6569,URBANO(A),CONJUNTO HABITACIONAL,REAL DEL CID,55770,20,22,82,TECAMAC
6570,URBANO(A),CONJUNTO HABITACIONAL,LOS HEROES TECAMAC SECC OZUMBILLA,55764,20,22,82,TECAMAC
6571,URBANO(A),CONJUNTO HABITACIONAL,LOS HEROES TECAMAC SECC OZUMBILLA,55764,20,22,82,TECAMAC
6572,URBANO(A),CONJUNTO HABITACIONAL,LOS HEROES TECAMAC SECC LAS FLORES,55764,20,22,82,TECAMAC
6572,URBANO(A),COLONIA,MARGARITO F AYALA,55068,20,22,82,TECAMAC
6572,URBANO(A),COLONIA,NUEVO PARAISO,55764,20,22,82,TECAMAC
6573,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6573,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC V,55764,20,22,82,TECAMAC
6574,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6574,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC V,55764,20,22,82,TECAMAC
6575,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6575,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC III,55764,20,22,82,TECAMAC
6575,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC V,55764,20,22,82,TECAMAC
6576,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6576,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC III,55764,20,22,82,TECAMAC
6577,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6577,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC III,55764,20,22,82,TECAMAC
6578,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6579,URBANO(A),COLONIA,HEROES TECAMAC II BOSQUES SECC IV,55765,20,22,82,TECAMAC
6579,URBANO(A),COLONIA,LOS HEROES TECAMAC II BOSQUES SECC III,55764,20,22,82,TECAMAC
2247,RURAL,COLONIA,LA ASUNCION,55789,20,22,125,TONANITLA
2247,RURAL,COLONIA,LA CHINAMPA,55789,20,22,125,TONANITLA
2247,RURAL,COLONIA,LA CRUZ,55789,20,22,125,TONANITLA
2247,RURAL,COLONIA,RANCHO DE MORA,55789,20,22,125,TONANITLA
2247,RURAL,PUEBLO,SANTA MARIA TONANITLA CENTRO,55789,20,22,125,TONANITLA
2247,RURAL,FRACCIONAMIENTO,VILLAS DE SANTA MARIA,55785,20,22,125,TONANITLA
2247,RURAL,UNIDAD HABITACIONAL,VILLAS DE SANTA MARIA,55789,20,22,125,TONANITLA
2248,URBANO(A),AMPLIACION,AMPLIACION VALLE VERDE,55789,20,22,125,TONANITLA
2248,URBANO(A),COLONIA,LA ASUNCION,55789,20,22,125,TONANITLA
2248,URBANO(A),COLONIA,LA CONCEPCION,55789,20,22,125,TONANITLA
2248,URBANO(A),PUEBLO,SANTA MARIA TONANITLA CENTRO,55789,20,22,125,TONANITLA
2248,URBANO(A),COLONIA,VALLE VERDE,55789,20,22,125,TONANITLA
2249,MIXTO(A),FRACCIONAMIENTO,ACOMULCO,55789,20,22,125,TONANITLA
2249,MIXTO(A),PARAJE,EL CHARCO,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,LA ASUNCION,55785,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,LA ASUNCION,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,LA CONCEPCION,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,PEMEX,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,RANCHO DE MORA,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,RANCHO LA MORA,55789,20,22,125,TONANITLA
2249,MIXTO(A),-,SAN BARTOLO - MOJONERA,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,SAN JUAN ZACAZONTLA,55789,20,22,125,TONANITLA
2249,MIXTO(A),COLONIA,SAN JUAN ZACAZONTLA,55789,20,22,125,TONANITLA
2249,MIXTO(A),PUEBLO,SANTA MARIA TONANITLA CENTRO,55789,20,22,125,TONANITLA
2249,MIXTO(A),FRACCIONAMIENTO,VILLAS DE TONANITLA,55789,20,22,125,TONANITLA
