nombre_distribucion_voto,actor_politico,voto_actor_politico,total_votos,porcentaje_votacion,num_votos_nulos,porcentaje_votos_nulos,num_votos_can_nreg,porcentaje_can_nreg,casillas,secciones,municipios,distritos
"Por Candidaturas","PVEM","9807.000","251311.000","3.9023361","10212.000","4.0634911","250.000","0.0994783","599","197","0","0"
"Por Candidaturas","PT","5741.000","251311.000","2.2844205","10212.000","4.0634911","250.000","0.0994783","599","197","0","0"
"Por Candidaturas","MC","14539.000","251311.000","5.7852621","10212.000","4.0634911","250.000","0.0994783","599","197","0","0"
"Por Candidaturas","MORENA","117566.000","251311.000","46.7810800","10212.000","4.0634911","250.000","0.0994783","599","197","0","0"
"Por Candidaturas","PAN_PRI_PRD_NAEM","93196.000","251311.000","37.0839319","10212.000","4.0634911","250.000","0.0994783","599","197","0","0"
